,amount,price,symbol
2010-01-04,441,1132.98,SPX Index
2010-06-28,-882,1074.57,SPX Index
2010-10-25,799,1185.62,SPX Index
2011-07-28,-716,1300.67,SPX Index
2011-12-29,737,1263.02,SPX Index
2012-07-11,-758,1341.45,SPX Index
2012-08-16,719,1415.51,SPX Index
2015-08-24,-680,1893.21,SPX Index
2015-12-11,639,2012.37,SPX Index
2016-01-19,-598,1881.33,SPX Index
2016-04-21,538,2091.48,SPX Index
