,AMZN,AAPL,cash
2015-12-23,66370.0,0,471525.5
2015-12-24,66279.0,0,471525.5
2015-12-28,67520.0,0,471525.5
2015-12-29,69397.0,0,471525.5
2015-12-30,68907.0,0,471525.5
2015-12-31,67589.0,0,471525.5
2016-01-04,63699.0,0,471525.5
2016-01-05,63379.0,0,471525.5
2016-01-06,63265.0,0,471525.5
2016-01-07,60794.00000000001,0,471525.5
2016-01-08,60704.99999999999,0,471525.5
2016-01-11,61774.0,0,471525.5
2016-01-12,61789.0,0,471525.5
2016-01-13,58180.99999999999,0,471525.5
2016-01-14,59300.0,0,471525.5
2016-01-15,57017.99999999999,0,471525.5
2016-01-19,57448.0,0,471525.5
2016-01-20,57177.0,0,471525.5
2016-01-21,57502.0,0,471525.5
2016-01-22,59638.0,0,471525.5
2016-01-25,59653.0,0,471525.5
2016-01-26,60125.0,0,471525.5
2016-01-27,58335.0,0,471525.5
2016-01-28,63535.0,0,471525.5
2016-01-29,58700.0,0,471525.5
2016-02-01,57480.99999999999,0,471525.5
2016-02-02,55210.0,0,471525.5
2016-02-03,53107.00000000001,0,471525.5
2016-02-04,53626.0,0,471525.5
2016-02-05,50213.0,0,471525.5
2016-02-08,48810.0,0,471525.5
2016-02-09,48207.0,0,471525.5
2016-02-10,49048.0,0,471525.5
2016-02-11,50382.0,0,471525.5
2016-02-12,50708.0,0,471525.5
2016-02-16,52110.0,0,471525.5
2016-02-17,53410.0,0,471525.5
2016-02-18,52500.0,0,471525.5
2016-02-19,53490.0,0,471525.5
2016-02-22,55950.0,0,471525.5
2016-02-23,55294.00000000001,0,471525.5
2016-02-24,55404.0,0,471525.5
2016-02-25,55515.0,0,471525.5
2016-02-26,55523.0,0,471525.5
2016-02-29,55252.0,0,471525.5
2016-03-01,57904.0,0,471525.5
2016-03-02,58021.0,0,471525.5
2016-03-03,57749.0,0,471525.5
2016-03-04,57514.0,0,471525.5
2016-03-07,56279.99999999999,0,471525.5
2016-03-08,56026.0,0,471525.5
2016-03-09,55947.0,0,471525.5
2016-03-10,55892.99999999999,0,471525.5
2016-03-11,56961.0,0,471525.5
2016-03-14,57337.0,0,471525.5
2016-03-15,57702.0,0,471525.5
2016-03-16,57427.0,0,471525.5
2016-03-17,55944.00000000001,0,471525.5
2016-03-18,55208.00000000001,0,471525.5
2016-03-21,55398.0,0,471525.5
2016-03-22,56048.0,0,471525.5
2016-03-23,56963.0,0,471525.5
2016-03-24,58295.00000000001,0,471525.5
2016-03-28,0.0,0,529512.5
2016-03-29,0.0,0,529512.5
2016-03-30,0.0,0,529512.5
2016-03-31,0.0,0,529512.5
2016-04-01,0.0,0,529512.5
2016-04-04,0.0,0,529512.5
2016-04-05,0.0,0,529512.5
2016-04-06,0.0,0,529512.5
2016-04-07,0.0,0,529512.5
2016-04-08,0.0,0,529512.5
2016-04-11,0.0,0,529512.5
2016-04-12,0.0,0,529512.5
2016-04-13,0.0,0,529512.5
2016-04-14,0.0,0,529512.5
2016-04-15,0.0,0,529512.5
2016-04-18,0.0,0,529512.5
2016-04-19,0.0,0,529512.5
2016-04-20,0.0,0,529512.5
2016-04-21,63100.0,0,466412.5
2016-04-22,62050.0,0,466412.5
2016-04-25,62620.00000000001,0,466412.5
2016-04-26,61688.0,0,466412.5
2016-04-27,60657.00000000001,0,466412.5
2016-04-28,60200.0,0,466412.5
2016-04-29,65959.0,0,466412.5
2016-05-02,68385.0,0,466412.5
2016-05-03,67132.0,0,466412.5
2016-05-04,67090.0,0,466412.5
2016-05-05,65909.0,0,466412.5
2016-05-06,67395.0,0,466412.5
2016-05-09,67975.0,0,466412.5
2016-05-10,70307.0,0,466412.5
2016-05-11,71323.0,0,466412.5
2016-05-12,71793.0,0,466412.5
2016-05-13,70992.0,0,466412.5
2016-05-16,71066.0,0,466412.5
2016-05-17,69527.0,0,466412.5
2016-05-18,69745.0,0,466412.5
2016-05-19,69852.0,0,466412.5
2016-05-20,70280.0,0,466412.5
2016-05-23,69675.0,0,466412.5
2016-05-24,70420.0,0,466412.5
2016-05-25,70835.0,0,466412.5
2016-05-26,71491.0,0,466412.5
2016-05-27,71224.0,0,466412.5
2016-05-31,72279.0,0,466412.5
2016-06-01,71944.0,0,466412.5
2016-06-02,72824.0,0,466412.5
2016-06-03,72554.0,0,466412.5
2016-06-06,72673.0,0,466412.5
2016-06-07,72374.0,0,466412.5
2016-06-08,72664.0,0,466412.5
2016-06-09,72765.0,0,466412.5
2016-06-10,71791.0,0,466412.5
2016-06-13,71524.0,0,466412.5
2016-06-14,71930.0,0,466412.5
2016-06-15,71426.0,0,466412.5
2016-06-16,71751.0,0,466412.5
2016-06-17,70639.0,0,466412.5
2016-06-20,71401.0,0,466412.5
2016-06-21,71582.0,0,466412.5
2016-06-22,71060.0,0,466412.5
2016-06-23,72208.0,0,466412.5
2016-06-24,69896.0,0,466412.5
2016-06-27,69136.0,0,466412.5
2016-06-28,70795.0,0,466412.5
2016-06-29,71560.0,0,466412.5
2016-06-30,71562.0,0,466412.5
2016-07-01,72568.0,0,466412.5
2016-07-05,72810.0,0,466412.5
2016-07-06,73761.0,0,466412.5
2016-07-07,73657.0,0,466412.5
2016-07-08,74581.0,0,466412.5
2016-07-11,75378.0,0,466412.5
2016-07-12,74821.0,0,466412.5
2016-07-13,74263.0,0,466412.5
2016-07-14,74120.0,0,466412.5
2016-07-15,73544.0,0,466412.5
2016-07-18,73607.0,0,466412.5
2016-07-19,73995.0,0,466412.5
2016-07-20,74572.0,0,466412.5
2016-07-21,74443.0,0,466412.5
2016-07-22,74486.0,0,466412.5
2016-07-25,73961.0,0,466412.5
2016-07-26,73559.0,0,466412.5
2016-07-27,73667.0,0,466412.5
2016-07-28,75261.0,0,466412.5
2016-07-29,75881.0,0,466412.5
2016-08-01,76774.0,0,466412.5
2016-08-02,76058.0,0,466412.5
2016-08-03,75464.0,0,466412.5
2016-08-04,76077.0,0,466412.5
2016-08-05,76598.0,0,466412.5
2016-08-08,76656.0,0,466412.5
2016-08-09,76831.0,0,466412.5
2016-08-10,76856.0,0,466412.5
2016-08-11,77124.0,0,466412.5
2016-08-12,77256.0,0,466412.5
2016-08-15,76849.0,0,466412.5
2016-08-16,76404.0,0,466412.5
2016-08-17,76463.0,0,466412.5
2016-08-18,76446.0,0,466412.5
2016-08-19,75731.0,0,466412.5
2016-08-22,75948.0,0,466412.5
2016-08-23,76245.0,0,466412.5
2016-08-24,75725.0,0,466412.5
2016-08-25,75922.0,0,466412.5
2016-08-26,76900.0,0,466412.5
2016-08-29,77129.0,0,466412.5
2016-08-30,76758.0,0,466412.5
2016-08-31,76916.0,0,466412.5
2016-09-01,77062.0,0,466412.5
2016-09-02,77244.0,0,466412.5
2016-09-06,78887.0,0,466412.5
2016-09-07,78448.0,0,466412.5
2016-09-08,78406.0,0,466412.5
2016-09-09,76014.0,0,466412.5
2016-09-12,77149.0,0,466412.5
2016-09-13,76101.0,0,466412.5
2016-09-14,76109.0,0,466412.5
2016-09-15,76969.0,0,466412.5
2016-09-16,77852.0,0,466412.5
2016-09-19,77510.0,0,466412.5
2016-09-20,78022.0,0,466412.5
2016-09-21,78974.0,0,466412.5
2016-09-22,80470.0,0,466412.5
2016-09-23,80575.0,0,466412.5
2016-09-26,79916.0,0,466412.5
2016-09-27,81611.0,0,466412.5
2016-09-28,82872.0,0,466412.5
2016-09-29,82905.0,0,466412.5
2016-09-30,83731.0,0,466412.5
2016-10-03,83674.0,0,466412.5
2016-10-04,83403.0,0,466412.5
2016-10-05,84436.0,0,466412.5
2016-10-06,84166.0,0,466412.5
2016-10-07,83943.0,0,466412.5
2016-10-10,84171.0,0,466412.5
2016-10-11,83100.0,0,466412.5
2016-10-12,83409.0,0,466412.5
2016-10-13,82928.0,0,466412.5
2016-10-14,82296.0,0,466412.5
2016-10-17,81295.0,0,466412.5
2016-10-18,81765.0,0,466412.5
2016-10-19,81769.0,0,466412.5
2016-10-20,81032.0,0,466412.5
2016-10-21,81899.0,0,466412.5
2016-10-24,83809.0,0,466412.5
2016-10-25,83518.0,0,466412.5
2016-10-26,82259.0,0,466412.5
2016-10-27,81836.0,0,466412.5
2016-10-28,77632.0,0,466412.5
2016-10-31,78982.0,0,466412.5
2016-11-01,78541.0,0,466412.5
2016-11-02,76556.0,0,466412.5
2016-11-03,76703.0,0,466412.5
2016-11-04,75505.0,0,466412.5
2016-11-07,78493.0,0,466412.5
2016-11-08,78775.0,0,466412.5
2016-11-09,77188.0,0,466412.5
2016-11-10,74238.0,0,466412.5
2016-11-11,73901.0,0,466412.5
2016-11-14,71907.0,0,466412.5
2016-11-15,74324.0,0,466412.5
2016-11-16,74649.0,0,466412.5
2016-11-17,75640.0,0,466412.5
2016-11-18,76016.0,0,466412.5
2016-11-21,78000.0,0,466412.5
2016-11-22,78533.0,0,466412.5
2016-11-23,78012.0,0,466412.5
2016-11-25,78037.0,0,466412.5
2016-11-28,76677.0,0,466412.5
2016-11-29,76252.0,0,466412.5
2016-11-30,75057.0,0,466412.5
2016-12-01,74365.0,0,466412.5
2016-12-02,74034.0,0,466412.5
2016-12-05,75936.0,0,466412.5
2016-12-06,76472.0,0,466412.5
2016-12-07,77042.0,0,466412.5
2016-12-08,76733.0,0,466412.5
2016-12-09,76866.0,0,466412.5
2016-12-12,76012.0,0,466412.5
2016-12-13,77434.0,0,466412.5
2016-12-14,76882.0,0,466412.5
2016-12-15,76100.0,0,466412.5
2016-12-16,75777.0,0,466412.5
2016-12-19,76600.0,0,466412.5
2016-12-20,77122.0,0,466412.5
2016-12-21,77060.0,0,466412.5
2016-12-22,76634.0,0,466412.5
2016-12-23,76059.0,0,466412.5
2016-12-27,77140.0,0,466412.5
2016-12-28,77213.0,0,466412.5
2016-12-29,76515.0,0,466412.5
2016-12-30,74987.0,0,466412.5
2017-01-03,75367.0,0,466412.5
2017-01-04,75718.0,0,466412.5
2017-01-05,78045.0,0,466412.5
2017-01-06,79599.0,0,466412.5
2017-01-09,79692.0,0,466412.5
2017-01-10,79590.0,0,466412.5
2017-01-11,79902.0,0,466412.5
2017-01-12,81364.0,0,466412.5
2017-01-13,81714.0,0,466412.5
2017-01-17,80972.0,0,466412.5
2017-01-18,80748.0,0,466412.5
2017-01-19,80904.0,0,466412.5
2017-01-20,80833.0,0,466412.5
2017-01-23,81788.0,0,466412.5
2017-01-24,82244.0,0,466412.5
2017-01-25,83652.0,0,466412.5
2017-01-26,83915.0,0,466412.5
2017-01-27,83577.0,0,466412.5
2017-01-30,83038.0,0,466412.5
2017-01-31,82348.0,0,466412.5
2017-02-01,83235.0,0,466412.5
2017-02-02,83995.0,0,466412.5
2017-02-03,81020.0,0,466412.5
2017-02-06,80764.0,0,466412.5
2017-02-07,81250.0,0,466412.5
2017-02-08,81971.0,0,466412.5
2017-02-09,82136.0,0,466412.5
2017-02-10,82746.0,0,466412.5
2017-02-13,83653.0,0,466412.5
2017-02-14,83639.0,0,466412.5
2017-02-15,84270.0,0,466412.5
2017-02-16,84414.0,0,466412.5
2017-02-17,84507.0,0,466412.5
2017-02-21,85644.0,0,466412.5
2017-02-22,85561.0,0,466412.5
2017-02-23,85219.0,0,466412.5
2017-02-24,84524.0,0,466412.5
2017-02-27,84864.0,0,466412.5
2017-02-28,84504.0,0,466412.5
2017-03-01,85308.0,0,466412.5
2017-03-02,84891.0,0,466412.5
2017-03-03,84988.0,0,466412.5
2017-03-06,84661.0,0,466412.5
2017-03-07,84602.0,0,466412.5
2017-03-08,85050.0,0,466412.5
2017-03-09,85300.0,0,466412.5
2017-03-10,85246.0,0,466412.5
2017-03-13,85459.0,0,466412.5
2017-03-14,85253.0,0,466412.5
2017-03-15,85297.0,0,466412.5
2017-03-16,85342.0,0,466412.5
2017-03-17,85231.0,0,466412.5
2017-03-20,85697.0,0,466412.5
2017-03-21,84320.0,0,466412.5
2017-03-22,84806.0,0,466412.5
2017-03-23,84738.0,0,466412.5
2017-03-24,84561.0,0,466412.5
2017-03-27,84682.0,0,466412.5
2017-03-28,85600.0,0,466412.5
2017-03-29,87432.0,0,466412.5
2017-03-30,87634.0,0,466412.5
2017-03-31,88654.0,0,466412.5
2017-04-03,89151.0,0,466412.5
2017-04-04,90683.0,0,466412.5
2017-04-05,90928.0,0,466412.5
2017-04-06,89828.0,0,466412.5
2017-04-07,89488.0,0,466412.5
2017-04-10,90704.0,0,466412.5
2017-04-11,90236.0,0,466412.5
2017-04-12,89623.0,0,466412.5
2017-04-13,88467.0,0,466412.5
2017-04-17,90199.0,0,466412.5
2017-04-18,90378.0,0,466412.5
2017-04-19,89920.0,0,466412.5
2017-04-20,90206.0,0,466412.5
2017-04-21,89853.0,0,466412.5
2017-04-24,90741.0,0,466412.5
2017-04-25,90762.0,0,466412.5
2017-04-26,90929.0,0,466412.5
2017-04-27,91876.0,0,466412.5
2017-04-28,92499.0,0,466412.5
2017-05-01,94843.0,0,466412.5
