,SPX Index,cash,total,benchmark
2010-03-04,495229.77,355.820000000007,495585.59,0
2010-03-05,502166.7,355.820000000007,502522.52,0
2010-03-08,502082.91,355.820000000007,502438.73,0
2010-03-09,502938.45,355.820000000007,503294.27,0
2010-03-10,505214.00999999995,355.820000000007,505569.82999999996,0
2010-03-11,507255.84,355.820000000007,507611.66000000003,0
2010-03-12,507145.59,355.820000000007,507501.41000000003,0
2010-03-15,507374.91,355.820000000007,507730.73,0
2010-03-16,511321.86000000004,355.820000000007,511677.68000000005,0
2010-03-17,514298.61000000004,355.820000000007,514654.43000000005,0
2010-03-18,514131.02999999997,355.820000000007,514486.85,0
2010-03-19,511515.9,355.820000000007,511871.72000000003,0
2010-03-22,514122.20999999996,355.820000000007,514478.02999999997,0
2010-03-23,517808.97000000003,355.820000000007,518164.79000000004,0
2010-03-24,514964.52,355.820000000007,515320.34,0
2010-03-25,514086.93,355.820000000007,514442.75,0
2010-03-26,514466.18999999994,355.820000000007,514822.00999999995,0
2010-03-29,517390.02,355.820000000007,517745.84,0
2010-03-30,517412.07,355.820000000007,517767.89,0
2010-03-31,515718.63,355.820000000007,516074.45,0
2010-04-01,519542.1,355.820000000007,519897.92,0
2010-04-05,523661.04000000004,355.820000000007,524016.86000000004,0
2010-04-06,524543.04,355.820000000007,524898.8600000001,0
2010-04-07,521460.45,355.820000000007,521816.27,0
2010-04-08,523220.04000000004,355.820000000007,523575.86000000004,0
2010-04-09,526717.1699999999,355.820000000007,527072.99,0
2010-04-12,527647.68,355.820000000007,528003.5,0
2010-04-13,528009.2999999999,355.820000000007,528365.1199999999,0
2010-04-14,533896.65,355.820000000007,534252.47,0
2010-04-15,534346.4700000001,355.820000000007,534702.29,0
2010-04-16,525729.3300000001,355.820000000007,526085.1500000001,0
2010-04-19,528106.32,355.820000000007,528462.1399999999,0
2010-04-20,532361.9700000001,355.820000000007,532717.79,0
2010-04-21,531819.54,355.820000000007,532175.3600000001,0
2010-04-22,533023.4700000001,355.820000000007,533379.29,0
2010-04-23,536820.48,355.820000000007,537176.3,0
2010-04-26,534514.0499999999,355.820000000007,534869.8699999999,0
2010-04-27,522016.11000000004,355.820000000007,522371.93000000005,0
2010-04-28,525389.76,355.820000000007,525745.5800000001,0
2010-04-29,532189.98,355.820000000007,532545.8,0
2010-04-30,523330.29000000004,355.820000000007,523686.11000000004,0
2010-05-03,530196.66,355.820000000007,530552.48,0
2010-05-04,517557.6,355.820000000007,517913.42,0
2010-05-05,514161.9,355.820000000007,514517.72000000003,0
2010-05-06,497514.15,355.820000000007,497869.97000000003,0
2010-05-07,489898.0800000001,355.820000000007,490253.9000000001,0
2010-05-10,511440.93,355.820000000007,511796.75,0
2010-05-11,509703.38999999996,355.820000000007,510059.20999999996,0
2010-05-12,516706.47000000003,355.820000000007,517062.29000000004,0
2010-05-13,510431.04000000004,355.820000000007,510786.86000000004,0
2010-05-14,500834.88,355.820000000007,501190.7,0
2010-05-17,501390.54000000004,355.820000000007,501746.36000000004,0
2010-05-18,494272.8,355.820000000007,494628.62,0
2010-05-19,491737.05,355.820000000007,492092.87,0
2010-05-20,472571.18999999994,355.820000000007,472927.00999999995,0
2010-05-21,479671.29000000004,355.820000000007,480027.11000000004,0
2010-05-24,473479.65,355.820000000007,473835.47000000003,0
2010-05-25,473647.23,355.820000000007,474003.05,0
2010-05-26,470965.95,355.820000000007,471321.77,0
2010-05-27,486449.45999999996,355.820000000007,486805.27999999997,0
2010-05-28,480429.81000000006,355.820000000007,480785.63000000006,0
2010-06-01,472183.11000000004,355.820000000007,472538.93000000005,0
2010-06-02,484385.5800000001,355.820000000007,484741.4000000001,0
2010-06-03,486348.02999999997,355.820000000007,486703.85,0
2010-06-04,469612.0800000001,355.820000000007,469967.9000000001,0
2010-06-07,463257.27,355.820000000007,463613.09,0
2010-06-08,468342.0,355.820000000007,468697.82,0
2010-06-09,465559.29000000004,355.820000000007,465915.11000000004,0
2010-06-10,479296.43999999994,355.820000000007,479652.25999999995,0
2010-06-11,481395.6,355.820000000007,481751.42,0
2010-06-14,480526.8300000001,355.820000000007,480882.6500000001,0
2010-06-15,491816.43,355.820000000007,492172.25,0
2010-06-16,491543.00999999995,355.820000000007,491898.82999999996,0
2010-06-17,492173.63999999996,355.820000000007,492529.45999999996,0
2010-06-18,492821.91,355.820000000007,493177.73,0
2010-06-21,490921.2,355.820000000007,491277.02,0
2010-06-22,483031.70999999996,355.820000000007,483387.52999999997,0
2010-06-23,481589.63999999996,355.820000000007,481945.45999999996,0
2010-06-24,473497.29000000004,355.820000000007,473853.11000000004,0
2010-06-25,474855.57,355.820000000007,475211.39,0
2010-06-28,473885.37,355.820000000007,474241.19,0
2010-06-29,459186.84,355.820000000007,459542.66000000003,0
2010-06-30,454543.11000000004,355.820000000007,454898.93000000005,0
2010-07-01,453070.1699999999,355.820000000007,453425.98999999993,0
2010-07-02,450957.78,355.820000000007,451313.60000000003,0
2010-07-06,453374.45999999996,355.820000000007,453730.27999999997,0
2010-07-07,467579.07,355.820000000007,467934.89,0
2010-07-08,471975.84,355.820000000007,472331.66000000003,0
2010-07-09,475380.36000000004,355.820000000007,475736.18000000005,0
2010-07-12,475728.75,355.820000000007,476084.57,0
2010-07-13,483044.93999999994,355.820000000007,483400.75999999995,0
2010-07-14,482969.97000000003,355.820000000007,483325.79000000004,0
2010-07-15,483547.68,355.820000000007,483903.5,0
2010-07-16,469612.0800000001,355.820000000007,469967.9000000001,0
2010-07-19,472421.25,355.820000000007,472777.07,0
2010-07-20,477814.68,355.820000000007,478170.5,0
2010-07-21,471689.18999999994,355.820000000007,472045.00999999995,0
2010-07-22,482308.47000000003,355.820000000007,482664.29000000004,0
2010-07-23,486273.06000000006,355.820000000007,486628.88000000006,0
2010-07-26,491719.41,355.820000000007,492075.23,0
2010-07-27,491203.43999999994,355.820000000007,491559.25999999995,0
2010-07-28,487803.3300000001,355.820000000007,488159.1500000001,0
2010-07-29,485774.73,355.820000000007,486130.55,0
2010-07-30,485805.6,355.820000000007,486161.42,0
2010-08-02,496504.25999999995,355.820000000007,496860.07999999996,0
2010-08-03,494122.86000000004,355.820000000007,494478.68000000005,0
2010-08-04,497112.84,355.820000000007,497468.66000000003,0
2010-08-05,496486.62,355.820000000007,496842.44,0
2010-08-06,494643.24000000005,355.820000000007,494999.06000000006,0
2010-08-09,497355.38999999996,355.820000000007,497711.20999999996,0
2010-08-10,494387.45999999996,355.820000000007,494743.27999999997,0
2010-08-11,-480456.27,961268.3600000001,480812.0900000001,0
2010-08-12,-477872.00999999995,961268.3600000001,483396.35000000015,0
2010-08-13,-475949.25,961268.3600000001,485319.1100000001,0
2010-08-16,-476006.5800000001,961268.3600000001,485261.78,0
2010-08-17,-481810.13999999996,961268.3600000001,479458.22000000015,0
2010-08-18,-482524.56000000006,961268.3600000001,478743.80000000005,0
2010-08-19,-474352.8300000001,961268.3600000001,486915.53,0
2010-08-20,-472615.29000000004,961268.3600000001,488653.07000000007,0
2010-08-23,-470705.75999999995,961268.3600000001,490562.60000000015,0
2010-08-24,-463874.6699999999,961268.3600000001,497393.6900000002,0
2010-08-25,-465400.52999999997,961268.3600000001,495867.83000000013,0
2010-08-26,-461824.02,961268.3600000001,499444.3400000001,0
2010-08-27,-469484.18999999994,961268.3600000001,491784.17000000016,0
2010-08-30,-462573.72000000003,961268.3600000001,498694.6400000001,0
2010-08-31,-462754.52999999997,961268.3600000001,498513.83000000013,0
2010-09-01,-476407.88999999996,961268.3600000001,484860.47000000015,0
2010-09-02,-480734.1,961268.3600000001,480534.2600000001,0
2010-09-03,-487088.91,961268.3600000001,474179.4500000001,0
2010-09-07,-481501.43999999994,961268.3600000001,479766.92000000016,0
2010-09-08,-484601.6699999999,961268.3600000001,476666.6900000002,0
2010-09-09,-486943.38,961268.3600000001,474324.9800000001,0
2010-09-10,-489311.55,961268.3600000001,471956.8100000001,0
2010-09-13,-494757.9,961268.3600000001,466510.4600000001,0
2010-09-14,-494405.1,961268.3600000001,466863.2600000001,0
2010-09-15,-496155.87,961268.3600000001,465112.4900000001,0
2010-09-16,-495975.06000000006,961268.3600000001,465293.30000000005,0
2010-09-17,-496385.18999999994,961268.3600000001,464883.17000000016,0
2010-09-20,-503935.11000000004,961268.3600000001,457333.25000000006,0
2010-09-21,-502642.98,961268.3600000001,458625.3800000001,0
2010-09-22,-500217.48,961268.3600000001,461050.8800000001,0
2010-09-23,-496050.02999999997,961268.3600000001,465218.33000000013,0
2010-09-24,-506563.47000000003,961268.3600000001,454704.8900000001,0
2010-09-27,-503692.56000000006,961268.3600000001,457575.80000000005,0
2010-09-28,-506135.7,961268.3600000001,455132.6600000001,0
2010-09-29,-504825.93,961268.3600000001,456442.4300000001,0
2010-09-30,-503269.2,961268.3600000001,457999.1600000001,0
2010-10-01,-505491.84,961268.3600000001,455776.5200000001,0
2010-10-04,-501430.23,961268.3600000001,459838.1300000001,0
2010-10-05,-511890.75,961268.3600000001,449377.6100000001,0
2010-10-06,-511546.77,961268.3600000001,449721.5900000001,0
2010-10-07,-510704.45999999996,961268.3600000001,450563.90000000014,0
2010-10-08,-513831.15,961268.3600000001,447437.2100000001,0
2010-10-11,-513906.12,961268.3600000001,447362.2400000001,0
2010-10-12,-515868.57,961268.3600000001,445399.7900000001,0
2010-10-13,-519542.1,961268.3600000001,441726.2600000001,0
2010-10-14,-517650.20999999996,961268.3600000001,443618.15000000014,0
2010-10-15,-518699.79000000004,961268.3600000001,442568.57000000007,0
2010-10-18,-522457.11000000004,961268.3600000001,438811.25000000006,0
2010-10-19,-514161.9,961268.3600000001,447106.4600000001,0
2010-10-20,-519572.97000000003,961268.3600000001,441695.3900000001,0
2010-10-21,-520499.07,961268.3600000001,440769.2900000001,0
2010-10-22,-521738.27999999997,961268.3600000001,439530.08000000013,0
2010-10-25,-522858.4199999999,961268.3600000001,438409.9400000002,0
2010-10-26,-522867.24000000005,961268.3600000001,438401.12000000005,0
2010-10-27,-521460.45,961268.3600000001,439807.9100000001,0
2010-10-28,-522046.98,961268.3600000001,439221.3800000001,0
2010-10-29,438989.46,461.2400000001071,439450.7000000001,0
2010-11-01,439404.98000000004,461.2400000001071,439866.22000000015,0
2010-11-02,442814.47,461.2400000001071,443275.7100000001,0
2010-11-03,444443.16000000003,461.2400000001071,444904.40000000014,0
2010-11-04,453013.25999999995,461.2400000001071,453474.50000000006,0
2010-11-05,454790.35,461.2400000001071,455251.5900000001,0
2010-11-08,453825.75,461.2400000001071,454286.9900000001,0
2010-11-09,450171.4,461.2400000001071,450632.64000000013,0
2010-11-10,452141.41000000003,461.2400000001071,452602.65000000014,0
2010-11-11,450223.33999999997,461.2400000001071,450684.5800000001,0
2010-11-12,444906.91000000003,461.2400000001071,445368.15000000014,0
2010-11-15,444365.25,461.2400000001071,444826.4900000001,0
2010-11-16,437164.13999999996,461.2400000001071,437625.38000000006,0
2010-11-17,437256.88999999996,461.2400000001071,437718.13000000006,0
2010-11-18,443968.28,461.2400000001071,444429.52000000014,0
2010-11-19,445099.83,461.2400000001071,445561.0700000001,0
2010-11-22,444398.63999999996,461.2400000001071,444859.88000000006,0
2010-11-23,438050.83,461.2400000001071,438512.0700000001,0
2010-11-24,444587.85,461.2400000001071,445049.0900000001,0
2010-11-26,441267.4,461.2400000001071,441728.64000000013,0
2010-11-29,440658.96,461.2400000001071,441120.2000000001,0
2010-11-30,437984.05,461.2400000001071,438445.2900000001,0
2010-12-01,447451.97,461.2400000001071,447913.2100000001,0
2010-12-02,453187.63,461.2400000001071,453648.8700000001,0
2010-12-03,454367.41000000003,461.2400000001071,454828.65000000014,0
2010-12-06,453777.51999999996,461.2400000001071,454238.76000000007,0
2010-12-07,454011.25,461.2400000001071,454472.4900000001,0
2010-12-08,455691.88,461.2400000001071,456153.1200000001,0
2010-12-09,457443.0,461.2400000001071,457904.2400000001,0
2010-12-10,460188.4,461.2400000001071,460649.64000000013,0
2010-12-13,460210.66000000003,461.2400000001071,460671.90000000014,0
2010-12-14,460629.88999999996,461.2400000001071,461091.13000000006,0
2010-12-15,458270.33,461.2400000001071,458731.5700000001,0
2010-12-16,461104.76999999996,461.2400000001071,461566.01000000007,0
2010-12-17,461490.61000000004,461.2400000001071,461951.85000000015,0
2010-12-20,462666.68,461.2400000001071,463127.9200000001,0
2010-12-21,465456.6,461.2400000001071,465917.8400000001,0
2010-12-22,467029.63999999996,461.2400000001071,467490.88000000006,0
2010-12-23,466261.67,461.2400000001071,466722.9100000001,0
2010-12-27,466547.33999999997,461.2400000001071,467008.5800000001,0
2010-12-28,466907.21,461.2400000001071,467368.4500000001,0
2010-12-29,467378.38,461.2400000001071,467839.6200000001,0
2010-12-30,466673.48000000004,461.2400000001071,467134.72000000015,0
2010-12-31,466584.44000000006,461.2400000001071,467045.68000000017,0
2011-01-03,471863.76999999996,461.2400000001071,472325.01000000007,0
2011-01-04,471244.2,461.2400000001071,471705.4400000001,0
2011-01-05,473603.75999999995,461.2400000001071,474065.00000000006,0
2011-01-06,472598.35,461.2400000001071,473059.5900000001,0
2011-01-07,471726.5,461.2400000001071,472187.7400000001,0
2011-01-10,471077.25,461.2400000001071,471538.4900000001,0
2011-01-11,472832.08,461.2400000001071,473293.3200000001,0
2011-01-12,477087.45,461.2400000001071,477548.6900000001,0
2011-01-13,476274.96,461.2400000001071,476736.2000000001,0
2011-01-14,479792.04,461.2400000001071,480253.2800000001,0
2011-01-18,480452.42,461.2400000001071,480913.6600000001,0
2011-01-19,475592.32,461.2400000001071,476053.5600000001,0
2011-01-20,474976.46,461.2400000001071,475437.7000000001,0
2011-01-21,476122.85,461.2400000001071,476584.0900000001,0
2011-01-24,478901.63999999996,461.2400000001071,479362.88000000006,0
2011-01-25,479027.78,461.2400000001071,479489.02000000014,0
2011-01-26,481049.73000000004,461.2400000001071,481510.97000000015,0
2011-01-27,482129.33999999997,461.2400000001071,482590.5800000001,0
2011-01-28,473522.13999999996,461.2400000001071,473983.38000000006,0
2011-01-31,477150.51999999996,461.2400000001071,477611.76000000007,0
2011-02-01,485115.88999999996,461.2400000001071,485577.13000000006,0
2011-02-02,483795.13,461.2400000001071,484256.3700000001,0
2011-02-03,484934.1,461.2400000001071,485395.3400000001,0
2011-02-04,486332.76999999996,461.2400000001071,486794.01000000007,0
2011-02-07,489367.55,461.2400000001071,489828.7900000001,0
2011-02-08,491415.47,461.2400000001071,491876.7100000001,0
2011-02-09,490046.48000000004,461.2400000001071,490507.72000000015,0
2011-02-10,490413.76999999996,461.2400000001071,490875.01000000007,0
2011-02-11,493114.65,461.2400000001071,493575.89000000013,0
2011-02-14,494290.72,461.2400000001071,494751.9600000001,0
2011-02-15,492691.71,461.2400000001071,493152.9500000001,0
2011-02-16,495774.72,461.2400000001071,496235.9600000001,0
2011-02-17,497299.53,461.2400000001071,497760.77000000014,0
2011-02-18,498256.71,461.2400000001071,498717.9500000001,0
2011-02-22,488028.24000000005,461.2400000001071,488489.48000000016,0
2011-02-23,485045.4,461.2400000001071,485506.64000000013,0
2011-02-24,484563.1,461.2400000001071,485024.3400000001,0
2011-02-25,489675.48000000004,461.2400000001071,490136.72000000015,0
2011-02-28,492398.62,461.2400000001071,492859.8600000001,0
2011-03-01,484648.43,461.2400000001071,485109.6700000001,0
2011-03-02,485431.24000000005,461.2400000001071,485892.48000000016,0
2011-03-03,493789.87,461.2400000001071,494251.1100000001,0
2011-03-04,490146.65,461.2400000001071,490607.89000000013,0
2011-03-07,486058.23000000004,461.2400000001071,486519.47000000015,0
2011-03-08,490395.22,461.2400000001071,490856.4600000001,0
2011-03-09,489731.13,461.2400000001071,490192.3700000001,0
2011-03-10,480485.80999999994,461.2400000001071,480947.05000000005,0
2011-03-11,483887.88,461.2400000001071,484349.1200000001,0
2011-03-14,480960.69000000006,461.2400000001071,481421.93000000017,0
2011-03-15,475573.76999999996,461.2400000001071,476035.01000000007,0
2011-03-16,466302.48000000004,461.2400000001071,466763.72000000015,0
2011-03-17,472546.41000000003,461.2400000001071,473007.65000000014,0
2011-03-18,474583.2,461.2400000001071,475044.4400000001,0
2011-03-21,481698.98000000004,461.2400000001071,482160.22000000015,0
2011-03-22,479988.67,461.2400000001071,480449.9100000001,0
2011-03-23,481387.33999999997,461.2400000001071,481848.5800000001,0
2011-03-24,485883.86000000004,461.2400000001071,486345.10000000015,0
2011-03-25,487419.8,461.2400000001071,487881.0400000001,0
2011-03-28,486080.49000000005,461.2400000001071,486541.73000000016,0
2011-03-29,489512.24000000005,461.2400000001071,489973.48000000016,0
2011-03-30,492784.46,461.2400000001071,493245.7000000001,0
2011-03-31,491882.93,461.2400000001071,492344.1700000001,0
2011-04-01,494324.11000000004,461.2400000001071,494785.35000000015,0
2011-04-04,494494.76999999996,461.2400000001071,494956.01000000007,0
2011-04-05,494405.73000000004,461.2400000001071,494866.97000000015,0
2011-04-06,495485.33999999997,461.2400000001071,495946.5800000001,0
2011-04-07,494732.21,461.2400000001071,495193.4500000001,0
2011-04-08,492751.07,461.2400000001071,493212.3100000001,0
2011-04-11,491374.66000000003,461.2400000001071,491835.90000000014,0
2011-04-12,487553.36000000004,461.2400000001071,488014.60000000015,0
2011-04-13,487646.11000000004,461.2400000001071,488107.35000000015,0
2011-04-14,487686.92,461.2400000001071,488148.1600000001,0
2011-04-15,489601.28,461.2400000001071,490062.52000000014,0
2011-04-18,484206.94000000006,461.2400000001071,484668.18000000017,0
2011-04-19,486982.01999999996,461.2400000001071,487443.26000000007,0
2011-04-20,493563.55999999994,461.2400000001071,494024.80000000005,0
2011-04-21,496167.98000000004,461.2400000001071,496629.22000000015,0
2011-04-25,495377.75,461.2400000001071,495838.9900000001,0
2011-04-26,499826.04,461.2400000001071,500287.2800000001,0
2011-04-27,502949.86000000004,461.2400000001071,503411.10000000015,0
2011-04-28,504738.08,461.2400000001071,505199.3200000001,0
2011-04-29,505899.30999999994,461.2400000001071,506360.55000000005,0
2011-05-02,505012.62,461.2400000001071,505473.8600000001,0
2011-05-03,503306.01999999996,461.2400000001071,503767.26000000007,0
2011-05-04,499855.72,461.2400000001071,500316.9600000001,0
2011-05-05,495322.1,461.2400000001071,495783.3400000001,0
2011-05-06,497214.2,461.2400000001071,497675.4400000001,0
2011-05-09,499477.3,461.2400000001071,499938.5400000001,0
2011-05-10,503506.36000000004,461.2400000001071,503967.60000000015,0
2011-05-11,497911.68,461.2400000001071,498372.9200000001,0
2011-05-12,500349.15,461.2400000001071,500810.39000000013,0
2011-05-13,496312.67,461.2400000001071,496773.9100000001,0
2011-05-16,493233.37,461.2400000001071,493694.6100000001,0
2011-05-17,493051.58,461.2400000001071,493512.8200000001,0
2011-05-18,497392.28,461.2400000001071,497853.52000000014,0
2011-05-19,498475.6,461.2400000001071,498936.8400000001,0
2011-05-20,494643.17,461.2400000001071,495104.4100000001,0
2011-05-23,488744.26999999996,461.2400000001071,489205.51000000007,0
2011-05-24,488339.88,461.2400000001071,488801.1200000001,0
2011-05-25,489894.37,461.2400000001071,490355.6100000001,0
2011-05-26,491830.99000000005,461.2400000001071,492292.23000000016,0
2011-05-27,493838.1,461.2400000001071,494299.3400000001,0
2011-05-31,499069.2,461.2400000001071,499530.4400000001,0
2011-06-01,487698.05,461.2400000001071,488159.2900000001,0
2011-06-02,487100.74000000005,461.2400000001071,487561.98000000016,0
2011-06-03,482359.36000000004,461.2400000001071,482820.60000000015,0
2011-06-06,477169.07,461.2400000001071,477630.3100000001,0
2011-06-07,476712.74000000005,461.2400000001071,477173.98000000016,0
2011-06-08,474716.75999999995,461.2400000001071,475178.00000000006,0
2011-06-09,478219.0,461.2400000001071,478680.2400000001,0
2011-06-10,471533.58,461.2400000001071,471994.8200000001,0
2011-06-13,471848.93,461.2400000001071,472310.1700000001,0
2011-06-14,477799.76999999996,461.2400000001071,478261.01000000007,0
2011-06-15,469470.82,461.2400000001071,469932.0600000001,0
2011-06-16,470294.44000000006,461.2400000001071,470755.68000000017,0
2011-06-17,471726.5,461.2400000001071,472187.7400000001,0
2011-06-20,474271.55999999994,461.2400000001071,474732.80000000005,0
2011-06-21,480637.92,461.2400000001071,481099.1600000001,0
2011-06-22,477528.94000000006,461.2400000001071,477990.18000000017,0
2011-06-23,476178.5,461.2400000001071,476639.7400000001,0
2011-06-24,470591.24000000005,461.2400000001071,471052.48000000016,0
2011-06-27,474917.1,461.2400000001071,475378.3400000001,0
2011-06-28,481064.57,461.2400000001071,481525.8100000001,0
2011-06-29,485049.11000000004,461.2400000001071,485510.35000000015,0
2011-06-30,489957.44000000006,461.2400000001071,490418.68000000017,0
2011-07-01,497017.57,461.2400000001071,497478.8100000001,0
2011-07-05,496353.48000000004,461.2400000001071,496814.72000000015,0
2011-07-06,496850.62,461.2400000001071,497311.8600000001,0
2011-07-07,502044.62,461.2400000001071,502505.8600000001,0
2011-07-08,498549.8,461.2400000001071,499011.0400000001,0
2011-07-11,489530.79,461.2400000001071,489992.0300000001,0
2011-07-12,487360.44000000006,461.2400000001071,487821.68000000017,0
2011-07-13,488874.12,461.2400000001071,489335.3600000001,0
2011-07-14,485590.76999999996,461.2400000001071,486052.01000000007,0
2011-07-15,488287.94000000006,461.2400000001071,488749.18000000017,0
2011-07-18,484318.24000000005,461.2400000001071,484779.48000000016,0
2011-07-19,492216.83,461.2400000001071,492678.0700000001,0
2011-07-20,491886.63999999996,461.2400000001071,492347.88000000006,0
2011-07-21,498549.8,461.2400000001071,499011.0400000001,0
2011-07-22,499002.42,461.2400000001071,499463.6600000001,0
2011-07-25,496186.53,461.2400000001071,496647.77000000014,0
2011-07-26,494149.74000000005,461.2400000001071,494610.98000000016,0
2011-07-27,-484114.19000000006,968689.6200000002,484575.43000000017,0
2011-07-28,-482548.57,968689.6200000002,486141.0500000002,0
2011-07-29,-479435.88,968689.6200000002,489253.7400000002,0
2011-08-01,-477454.74000000005,968689.6200000002,491234.8800000002,0
2011-08-02,-465252.55,968689.6200000002,503437.07000000024,0
2011-08-03,-467586.13999999996,968689.6200000002,501103.4800000003,0
2011-08-04,-445225.97,968689.6200000002,523463.65000000026,0
2011-08-05,-444969.98000000004,968689.6200000002,523719.6400000002,0
2011-08-08,-415319.66000000003,968689.6200000002,553369.9600000002,0
2011-08-09,-435008.63,968689.6200000002,533680.9900000002,0
2011-08-10,-415801.96,968689.6200000002,552887.6600000001,0
2011-08-11,-435049.44000000006,968689.6200000002,533640.1800000002,0
2011-08-12,-437338.50999999995,968689.6200000002,531351.1100000003,0
2011-08-15,-446865.79,968689.6200000002,521823.83000000025,0
2011-08-16,-442513.96,968689.6200000002,526175.6600000001,0
2011-08-17,-442929.48000000004,968689.6200000002,525760.1400000001,0
2011-08-18,-423181.15,968689.6200000002,545508.4700000002,0
2011-08-19,-416829.63,968689.6200000002,551859.9900000002,0
2011-08-22,-416937.22,968689.6200000002,551752.4000000003,0
2011-08-23,-431231.85,968689.6200000002,537457.7700000003,0
2011-08-24,-436889.6,968689.6200000002,531800.0200000003,0
2011-08-25,-430089.17,968689.6200000002,538600.4500000002,0
2011-08-26,-436592.8,968689.6200000002,532096.8200000003,0
2011-08-29,-448943.38999999996,968689.6200000002,519746.2300000003,0
2011-08-30,-449993.32,968689.6200000002,518696.3000000002,0
2011-08-31,-452208.19000000006,968689.6200000002,516481.43000000017,0
2011-09-01,-446839.82,968689.6200000002,521849.8000000002,0
2011-09-02,-435542.87,968689.6200000002,533146.7500000002,0
2011-09-06,-432304.04,968689.6200000002,536385.5800000003,0
2011-09-07,-444688.01999999996,968689.6200000002,524001.60000000027,0
2011-09-08,-439968.9,968689.6200000002,528720.7200000002,0
2011-09-09,-428219.33,968689.6200000002,540470.2900000003,0
2011-09-12,-431202.17,968689.6200000002,537487.4500000002,0
2011-09-13,-435134.76999999996,968689.6200000002,533554.8500000003,0
2011-09-14,-440996.57,968689.6200000002,527693.0500000003,0
2011-09-15,-448579.80999999994,968689.6200000002,520109.8100000003,0
2011-09-16,-451139.71,968689.6200000002,517549.9100000002,0
2011-09-19,-446717.38999999996,968689.6200000002,521972.2300000003,0
2011-09-20,-445975.38999999996,968689.6200000002,522714.2300000003,0
2011-09-21,-432867.96,968689.6200000002,535821.6600000001,0
2011-09-22,-419066.75999999995,968689.6200000002,549622.8600000003,0
2011-09-23,-421615.53,968689.6200000002,547074.0900000002,0
2011-09-26,-431454.45,968689.6200000002,537235.1700000002,0
2011-09-27,-436065.98000000004,968689.6200000002,532623.6400000001,0
2011-09-28,-427043.25999999995,968689.6200000002,541646.3600000003,0
2011-09-29,-430508.4,968689.6200000002,538181.2200000002,0
2011-09-30,-419756.82,968689.6200000002,548932.8000000003,0
2011-10-03,-407814.33,968689.6200000002,560875.2900000003,0
2011-10-04,-416985.45,968689.6200000002,551704.1700000002,0
2011-10-05,-424435.13,968689.6200000002,544254.4900000002,0
2011-10-06,-432203.87,968689.6200000002,536485.7500000002,0
2011-10-07,-428675.66000000003,968689.6200000002,540013.9600000002,0
2011-10-10,-443304.19000000006,968689.6200000002,525385.4300000002,0
2011-10-11,-443545.33999999997,968689.6200000002,525144.2800000003,0
2011-10-12,-447889.75,968689.6200000002,520799.8700000002,0
2011-10-13,-446557.86000000004,968689.6200000002,522131.7600000002,0
2011-10-14,-454319.18,968689.6200000002,514370.44000000024,0
2011-10-17,-445519.05999999994,968689.6200000002,523170.5600000003,0
2011-10-18,-454615.98000000004,968689.6200000002,514073.6400000002,0
