,amount,price,symbol
2010-01-04,441,1132.98,SPX Index
2010-06-24,-882,1073.69,SPX Index
2010-10-12,809,1169.77,SPX Index
2011-07-14,-736,1308.87,SPX Index
2011-12-16,790,1219.66,SPX Index
2012-06-22,-844,1335.02,SPX Index
2012-08-21,797,1413.17,SPX Index
2015-08-11,-750,2084.07,SPX Index
2015-12-08,758,2063.59,SPX Index
2016-01-26,-766,1903.63,SPX Index
2016-04-22,697,2091.58,SPX Index
