,amount,price,symbol
2010-01-04,441,1132.98,SPX Index
2010-07-21,-882,1069.59,SPX Index
2010-10-20,801,1178.17,SPX Index
2011-08-05,-720,1199.38,SPX Index
2012-01-09,674,1280.7,SPX Index
2012-07-12,-628,1334.76,SPX Index
2012-09-17,573,1461.19,SPX Index
2015-08-27,-518,1987.66,SPX Index
2016-01-08,536,1922.03,SPX Index
2016-02-24,-554,1929.8,SPX Index
2016-05-16,517,2066.66,SPX Index
