,amount,price,symbol
2010-01-04,441,1132.98,SPX Index
2010-07-20,-882,1083.48,SPX Index
2010-11-02,800,1193.57,SPX Index
2011-08-10,-719,1120.76,SPX Index
2012-01-19,613,1314.5,SPX Index
2012-07-31,-506,1379.32,SPX Index
2012-09-14,476,1465.77,SPX Index
2015-08-31,-446,1972.18,SPX Index
2016-01-22,462,1906.9,SPX Index
2016-02-04,-478,1915.45,SPX Index
2016-05-24,441,2076.06,SPX Index
